V1	VCF0009x	VCF0010x	VCF0011x	VCF0009y	VCF0009z	VCF0010z	VCF0011z	VCF0018a	VCF0050a	VCF0071c	VCF0102	VCF0104	VCF0106	VCF0108	VCF0112	VCF0113	VCF0114	VCF0118	VCF0127	VCF0128	VCF0130a	VCF0140	VCF0143	VCF0146	VCF0147	VCF0148a	VCF0149	VCF0156	VCF0157	VCF0209	VCF0210	VCF0211	VCF0212	VCF0218	VCF0223	VCF0224	VCF0227	VCF0228	VCF0232	VCF0233	VCF0253	VCF0290	VCF0291	VCF0303	VCF0305	VCF0310	VCF0346	VCF0349	VCF0358	VCF0359	VCF0360	VCF0361	VCF0370	VCF0371	VCF0372	VCF0373	VCF0374	VCF0380	VCF0386	VCF0392	VCF0412	VCF0413	VCF0414	VCF0415	VCF0424	VCF0425	VCF0426	VCF0427	VCF0428	VCF0450	VCF0475	VCF0481	VCF0487	VCF0493	VCF0501	VCF0502	VCF0503	VCF0504	VCF0605	VCF0606	VCF0609	VCF0613	VCF0624	VCF0648	VCF0649	VCF0656	VCF0703	VCF0704	VCF0719	VCF0721	VCF0723a	VCF0729	VCF0733	VCF0734	VCF0741	VCF0801	VCF0804	VCF0806	VCF0809	VCF0823	VCF0830	VCF0838	VCF0839	VCF0843	VCF0846	VCF0847	VCF0849	VCF0850	VCF0851	VCF0852	VCF0853	VCF0854	VCF0867	VCF0870	VCF0871	VCF0872	VCF0876	VCF0878	VCF0879a	VCF0880	VCF0881	VCF0886	VCF0887	VCF0888	VCF0890	VCF0894	VCF0903	VCF0905	VCF0991	VCF0992	VCF1011	VCF9005	VCF9009	VCF9013	VCF9016	VCF9017	VCF9018	VCF9021	VCF9022	VCF9023	VCF9027	VCF9028	VCF9029	VCF9030a	VCF9030b	VCF9030c	VCF9031	VCF9032	VCF9039	VCF9040	VCF9041	VCF9042	VCF9045	VCF9047	VCF9048	VCF9049	VCF9054	VCF9069	VCF9081	VCF9084	VCF9085	VCF9086	VCF9087	VCF9088	VCF9089	VCF9092	VCF9093	VCF9094	VCF9095	VCF9096	VCF9122	VCF9131	VCF9132	VCF9133	VCF9201	VCF9202	VCF9203	VCF9204	VCF9205	VCF9206	VCF9207	VCF9208	VCF9209	VCF9210	VCF9211	VCF9212	VCF9213	VCF9214	VCF9215	VCF9216	VCF9217	VCF9218	VCF9219	VCF9220	VCF9221	VCF9222	VCF9223	VCF9224	VCF9225	VCF9226	VCF9227	VCF9228	VCF9229	VCF9230	VCF9232	VCF9233	VCF9234	VCF9235	VCF9236	VCF9237	VCF9238	VCF9239	VCF9240	VCF9241	VCF9242	VCF9243	VCF9244	VCF9245	VCF9246	VCF9247	VCF9248	VCF9249	VCF9250	VCF9251	VCF9252	VCF9253	VCF9255	VCF9256	VCF9257	VCF9258	VCF9259	VCF9260	VCF9261	VCF9262	VCF9265	VCF9267	VCF9268	VCF9269	VCF9270	VCF9271	VCF9272	VCF9273	VCF9275	VCF9277	VCF9278	VCF9279	VCF9280	VCF9281	VCF9282
1448	0	0	0	0	0	0	0	0	9	9	5	1	1	2	3	1	2	3	2	1	0	6	1	1	3	6	1	0	0	61	50	0	97	0	97	97	97	16	0	0	16	49	2	3	4	3	1	2	1	1	2	2	1	2	1	1	5	1	1	5	36	16	49	2	1	1	70	97	0	2	5	1	1	5	2	2	1	7	1	1	1	2	2	50	50	0	3	2	1	1	2	2	3	9	2	97	3	7	3	2	3	2	2	7	1	3	5	1	1	5	1	4	5	5	5	1	1	5	5	3	1	2	2	1	1	3	2	2	5	5	1	70	5	1	3	2	3	5	1	0	2	2	3	2	2	2	5	1	5	2	2	4	1	3	1	1	1	4	2	1	1	7	1	1	7	2	5	2	3	6	1	1	1	1	0	10	1	2	3	1	0	9	5	5	5	5	1	1	1	2	2	2	3	3	4	2	1	1	3	5	1	2	3	1	1	2	4	2	1	1	3	1	10	1	9	1	2	2	3	3	3	3	5	1	5	5	1	2	1	2	2	1	1	1	1	0	60	100	2	5	2	2	1	2	2	1	2	1	1
1449	0	0	0	1	1	1	1	0	9	9	6	2	1	2	3	1	4	3	2	2	5	6	1	1	1	4	1	0	0	60	16	1	90	0	85	60	85	20	75	1	50	30	20	3	4	3	1	2	1	1	2	2	1	1	1	1	5	1	1	5	30	20	43	8	0	0	60	85	0	2	5	1	1	1	2	2	1	4	1	1	1	1	1	0	0	0	3	2	1	2	2	2	7	9	1	93	3	7	7	1	7	3	1	6	1	2	5	2	1	5	1	3	5	5	4	5	1	1	5	2	3	3	3	1	1	3	2	2	1	5	1	35	5	2	3	2	3	5	5	0	2	1	1	1	2	1	1	1	5	1	2	4	1	3	1	2	1	1	1	1	1	7	1	1	7	3	6	2	6	4	2	1	2	1	0	6	2	2	2	1	0	5	5	5	1	5	3	2	2	3	2	2	3	3	4	2	2	2	3	4	1	1	2	2	1	2	4	3	1	1	2	2	9	0	7	1	3	2	3	3	1	3	3	2	3	2	2	2	1	1	1	1	1	1	1	0	70	100	2	5	2	2	1	2	2	1	1	1	1
1450	0	0	0	1	1	1	1	0	9	9	6	1	1	2	4	2	3	1	2	4	5	3	1	2	3	6	2	5	5	60	50	50	60	0	70	60	50	30	50	0	50	30	20	3	2	3	1	2	1	1	2	2	1	1	1	1	5	1	1	5	35	15	50	30	0	30	70	70	0	2	5	1	1	5	2	2	1	6	1	1	1	1	1	0	0	0	3	2	1	1	1	2	5	9	2	54	3	7	7	2	7	4	1	7	2	5	5	3	2	2	1	2	5	5	5	5	1	5	5	3	3	3	2	1	2	3	2	2	5	5	1	30	5	1	5	5	1	5	1	0	2	1	3	2	2	2	5	0	5	1	1	5	1	3	1	2	1	4	1	1	1	7	1	1	7	5	7	1	7	5	1	1	2	1	0	8	1	2	3	2	0	8	5	5	4	5	3	2	3	3	2	2	3	2	4	2	2	2	2	3	2	3	1	1	1	1	4	3	1	1	2	2	8	0	8	2	2	2	3	1	3	3	5	2	4	5	2	2	2	2	1	2	1	1	1	50	70	70	2	4	1	1	2	2	2	1	1	1	2
1451	0	0	0	1	1	1	1	0	9	9	4	1	1	2	4	2	2	2	2	1	4	5	1	1	2	1	3	0	0	50	30	30	50	30	70	70	50	50	50	20	30	50	30	3	2	3	1	2	1	1	2	2	2	2	1	1	5	1	1	5	49	2	54	31	0	32	97	70	0	2	5	1	5	5	2	2	2	6	1	1	1	2	2	50	50	0	3	2	1	1	2	2	3	9	2	59	3	5	7	1	6	4	1	5	1	3	3	2	3	3	1	2	5	5	4	3	1	5	5	2	2	2	2	1	2	2	2	2	5	1	1	85	5	4	1	2	4	1	1	0	2	1	1	2	2	2	5	3	5	1	1	5	3	3	1	2	1	5	1	1	7	7	1	1	5	6	2	3	6	6	1	1	2	1	7	7	2	2	3	2	0	8	5	5	3	5	1	1	3	1	2	2	3	3	3	2	2	2	1	2	2	3	2	2	2	4	4	3	1	1	2	2	7	6	7	1	4	3	3	1	3	3	3	3	2	3	3	2	2	2	2	1	1	1	2	30	40	85	4	5	2	1	2	2	2	1	2	2	2
1452	0	0	0	0	0	0	0	0	9	9	3	1	1	2	3	1	3	1	2	1	3	6	1	1	3	6	1	5	5	70	16	17	83	1	60	85	85	40	29	30	20	43	8	3	4	3	1	2	1	1	2	2	2	2	1	1	5	1	1	5	43	8	57	10	0	17	85	97	3	2	5	1	1	1	2	2	1	6	1	1	1	2	3	50	100	0	3	2	1	1	1	2	5	9	2	82	3	7	7	2	7	3	1	6	2	5	5	3	3	1	1	2	5	5	5	1	1	1	5	1	1	2	2	1	2	3	1	1	5	5	2	61	5	2	3	1	2	5	1	0	2	2	1	2	2	2	5	1	5	1	2	4	1	3	1	2	1	5	2	1	1	7	1	1	6	7	7	2	7	5	1	1	2	1	1	9	1	2	3	2	0	9	5	3	3	5	1	1	2	2	2	2	3	3	4	2	2	1	2	3	1	2	2	1	1	2	4	3	1	1	2	2	8	1	9	1	3	2	3	1	1	3	5	4	2	5	1	2	2	2	2	1	1	2	1	35	83	85	2	5	3	2	2	1	2	1	2	1	1
1457	0	0	0	1	1	1	1	0	9	9	3	2	1	2	3	1	4	1	2	1	1	6	1	1	1	6	1	5	5	61	50	46	83	0	60	60	50	60	33	30	48	30	20	3	4	3	1	2	1	1	2	2	2	2	1	1	5	1	1	1	43	8	68	33	0	50	85	85	0	2	5	1	1	1	2	2	1	6	1	1	3	3	2	50	50	0	3	2	1	1	2	2	5	9	2	67	3	6	6	1	7	2	2	5	1	3	5	1	2	5	1	4	5	5	4	3	1	1	5	2	2	3	2	1	1	3	1	1	1	1	1	50	5	4	1	2	4	5	1	0	2	2	1	2	2	2	5	5	5	2	1	5	1	3	2	1	1	1	3	1	2	7	2	1	5	7	6	2	6	5	2	1	1	1	2	8	1	2	3	1	0	8	3	5	3	5	2	3	1	2	2	2	3	3	4	2	1	2	3	4	2	3	2	1	3	6	4	2	1	1	2	3	8	2	9	1	2	2	3	3	3	3	4	4	5	4	2	1	1	1	2	1	1	2	1	30	61	97	2	6	5	4	2	1	1	1	2	1	1
1460	0	0	0	0	0	0	0	0	9	9	7	2	1	2	2	2	3	3	2	2	1	6	1	1	2	4	1	0	0	50	70	85	40	85	85	30	85	50	70	60	70	58	78	1	3	2	2	1	2	2	1	1	1	1	2	2	5	5	5	1	43	93	60	60	85	70	0	50	85	1	5	5	5	5	2	2	2	6	1	1	3	2	1	75	0	0	3	1	1	1	1	2	3	1	2	26	1	4	4	2	4	4	4	5	1	2	1	2	4	3	2	3	5	3	3	3	1	1	3	2	2	1	1	1	2	2	1	2	1	1	1	70	1	1	4	4	2	5	1	0	1	1	1	2	2	2	5	0	4	3	4	4	3	2	2	2	1	1	5	4	5	4	4	2	3	3	3	1	4	4	1	2	1	2	8	2	2	1	1	2	8	0	2	3	1	2	5	5	5	5	1	1	3	1	2	1	3	1	1	2	1	1	2	2	3	6	4	1	1	2	1	3	5	3	2	2	2	2	3	3	1	3	5	3	4	5	2	2	2	1	3	2	1	2	1	50	50	85	3	4	3	3	2	2	2	1	2	1	2
1462	0	0	0	1	1	1	1	0	9	9	4	1	1	2	4	2	4	1	2	4	5	6	1	1	2	6	1	5	5	0	85	97	15	97	85	0	97	0	97	85	97	49	99	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	49	99	49	99	97	97	0	0	97	1	1	5	5	1	2	2	2	7	1	3	1	2	3	50	100	50	3	1	2	2	4	2	5	1	1	8	1	4	3	2	1	4	6	1	2	5	1	3	5	2	4	3	1	1	2	3	1	1	1	2	1	1	1	1	1	1	1	2	1	5	1	30	1	1	1	5	1	5	1	0	1	1	3	1	1	2	5	0	1	5	5	1	3	1	1	1	1	2	4	3	4	5	4	2	7	7	7	1	7	7	1	2	1	2	8	0	1	1	1	1	9	0	1	1	1	2	5	5	5	5	1	1	1	1	2	1	4	1	1	2	1	1	2	1	3	7	4	1	2	5	1	2	1	4	10	2	2	3	1	3	1	1	5	2	5	5	4	1	2	2	2	1	1	1	1	100	30	40	1	1	1	1	3	1	2	3	1	1	2
1463	0	0	0	2	2	2	2	0	9	9	5	1	1	2	2	2	3	3	2	1	2	3	1	1	1	1	3	0	0	41	70	72	85	15	85	60	50	60	50	16	70	38	28	3	3	3	1	1	1	1	2	2	1	1	1	1	5	1	1	5	50	30	53	38	30	45	70	70	30	2	5	1	5	1	2	2	1	5	1	2	3	3	2	50	50	25	3	2	1	1	2	2	4	9	2	55	2	5	5	2	4	4	2	4	2	5	3	3	3	2	2	3	5	3	3	5	1	1	5	2	3	3	1	1	1	1	1	2	1	5	1	70	2	1	4	2	2	1	1	0	1	2	3	1	2	1	5	3	3	3	3	3	1	1	3	1	1	1	6	4	2	5	3	1	3	4	5	2	5	3	2	1	1	1	5	8	2	2	3	3	4	7	3	5	3	5	2	3	2	3	2	2	1	1	3	2	3	1	1	2	2	3	2	2	3	7	4	2	1	1	1	3	7	2	8	2	3	2	3	1	1	3	5	3	3	3	2	1	1	2	3	1	1	1	1	50	50	85	4	4	4	4	3	1	2	1	1	1	2
1465	0	0	0	1	1	1	1	0	9	9	6	2	1	2	2	2	3	3	2	1	0	3	1	1	1	4	2	0	0	70	60	15	85	1	60	60	85	70	50	30	60	31	21	3	4	3	1	2	1	1	2	2	1	1	1	1	5	1	1	5	43	8	68	33	1	50	85	85	1	2	5	5	1	1	2	2	1	4	1	1	1	1	2	0	50	0	3	2	1	2	1	2	6	9	2	84	3	5	6	2	5	4	3	6	1	3	5	2	1	5	2	4	5	5	4	1	1	1	5	2	2	3	3	2	1	3	2	2	1	5	1	70	5	3	2	2	3	5	1	0	2	2	1	2	2	2	5	1	2	2	2	4	1	3	2	2	1	1	1	1	1	7	2	1	6	4	4	3	5	5	2	1	2	1	1	7	1	2	3	3	0	8	5	5	4	5	2	2	2	3	2	2	3	3	3	2	2	1	3	4	2	3	3	2	1	3	4	3	1	1	2	3	9	1	8	2	2	3	1	3	1	1	4	3	4	4	2	1	1	2	2	2	1	2	1	60	85	100	2	5	4	2	2	2	2	1	2	1	1
1466	0	0	0	2	2	2	2	0	9	9	4	2	1	2	1	2	2	1	2	2	5	3	1	1	7	1	3	5	1	51	14	60	70	16	67	73	50	35	85	0	52	45	22	3	4	3	1	2	1	1	2	2	1	2	1	1	5	1	1	5	44	9	44	23	2	16	85	71	0	2	5	5	5	5	2	2	3	5	1	1	3	3	2	50	50	0	3	2	1	1	2	1	4	9	2	54	2	2	4	2	7	4	5	6	2	5	3	2	3	3	2	3	5	5	4	3	1	1	5	2	2	1	1	1	1	2	1	1	1	5	1	64	5	1	5	5	1	5	1	0	2	2	1	2	2	2	5	5	4	1	5	3	3	2	3	2	2	2	4	2	4	4	4	3	5	4	4	4	4	6	2	2	1	2	2	10	1	2	3	2	0	10	3	5	2	5	1	1	1	1	2	2	3	3	4	2	1	2	2	3	2	3	2	1	1	2	4	2	1	1	2	3	8	2	8	2	3	3	3	3	3	3	5	4	4	5	2	2	2	2	2	1	1	1	2	49	50	61	4	4	4	4	3	1	2	1	1	1	1
1469	0	0	0	0	0	0	0	1	9	9	6	1	3	1	3	1	3	3	2	2	2	5	5	2	5	3	3	0	0	87	72	42	60	53	86	60	62	62	71	62	52	57	47	2	1	3	1	2	1	1	1	1	1	1	1	1	5	1	1	1	52	44	56	55	45	60	58	51	46	2	1	1	1	1	2	2	2	7	1	1	1	2	1	50	0	0	3	2	2	1	3	1	3	8	2	58	3	4	3	1	5	2	5	5	1	3	5	1	2	2	1	1	1	3	3	1	1	1	3	2	2	2	1	1	1	2	1	2	1	1	1	97	5	1	2	4	1	5	5	0	2	2	1	1	1	1	1	3	2	1	1	2	1	3	1	1	1	1	3	2	2	6	2	2	7	6	4	5	4	5	1	2	1	2	4	4	2	3	2	2	4	5	4	4	4	5	3	3	3	3	2	1	3	3	3	2	3	2	2	3	1	2	2	1	2	4	3	2	1	1	1	2	9	2	9	2	4	2	3	3	3	3	5	2	3	5	1	2	1	1	3	1	1	2	2	72	62	73	1	2	1	1	2	2	2	1	1	1	1
1472	0	0	0	0	0	0	0	0	9	9	6	1	1	2	2	2	1	3	2	1	2	6	1	2	3	1	4	0	0	86	60	30	97	0	85	16	70	41	50	1	40	8	42	3	4	3	1	2	1	1	2	2	1	2	1	1	5	1	1	5	21	30	43	8	1	1	41	85	0	2	5	1	1	1	2	2	1	2	1	1	1	1	1	0	0	0	3	2	1	1	2	2	2	9	2	82	3	6	7	2	7	2	1	7	1	3	5	1	1	5	1	4	5	5	4	5	5	5	5	3	3	3	3	1	3	3	2	2	1	5	1	31	5	2	2	2	3	5	1	0	2	1	1	2	2	2	5	3	5	1	1	5	1	3	1	1	1	2	1	1	1	7	1	1	5	5	5	2	5	4	1	1	2	1	0	5	2	2	3	2	0	5	5	5	5	5	4	3	5	4	2	2	3	3	4	2	2	2	2	3	2	3	1	2	1	1	4	2	1	1	3	1	9	0	5	1	3	2	3	1	3	3	3	2	4	1	2	1	1	2	1	2	1	2	1	40	85	100	2	2	2	2	1	2	2	1	2	2	2
1473	0	0	0	1	1	1	1	0	9	9	3	1	1	2	2	2	4	1	1	2	2	5	1	1	1	3	3	5	5	40	60	40	60	40	70	60	80	40	40	60	60	50	40	3	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45	55	53	47	50	49	40	54	70	1	5	1	1	1	2	2	2	6	1	1	1	1	1	0	0	0	3	2	1	1	2	2	5	8	2	59	3	5	5	2	5	2	4	5	1	2	5	2	2	4	1	2	5	3	3	1	1	1	3	1	2	1	2	1	1	1	2	2	1	5	1	40	2	1	4	4	1	5	5	0	2	1	3	2	2	2	5	3	2	4	2	3	1	1	1	1	2	2	4	3	4	5	3	3	6	7	6	3	6	4	2	2	1	2	5	7	2	2	2	2	5	5	4	4	3	5	4	4	4	5	2	2	3	3	2	2	3	1	1	2	1	2	3	1	1	3	2	2	1	2	1	3	6	2	8	2	3	2	3	3	1	3	4	4	1	4	3	1	2	2	3	1	1	2	2	60	60	85	3	4	2	3	2	1	1	1	2	1	1
1474	0	0	0	2	2	2	2	0	9	9	7	2	1	2	2	2	4	3	2	1	1	3	1	2	5	1	3	0	0	40	50	40	60	17	60	62	50	40	40	15	40	40	28	3	4	1	1	2	1	1	2	2	1	1	1	1	5	1	5	5	32	19	62	40	1	52	63	72	18	2	5	5	5	5	1	2	2	5	1	1	1	1	3	0	100	0	3	2	1	1	1	2	4	9	2	59	3	4	6	1	6	2	2	5	1	3	5	1	2	4	1	4	5	5	4	5	1	1	5	2	2	3	3	1	3	3	2	2	1	5	1	40	5	3	1	1	3	5	5	0	2	2	1	2	2	2	5	0	5	1	1	5	1	3	1	1	1	2	2	1	1	6	1	2	4	6	6	3	7	4	3	1	2	1	1	5	2	2	3	2	1	5	5	5	5	5	2	2	3	2	2	2	3	2	4	2	1	2	3	4	1	2	1	1	1	2	4	2	1	1	1	3	6	1	6	1	3	2	3	1	3	3	5	5	2	2	2	1	2	2	4	1	1	2	2	40	40	70	2	5	5	4	2	2	2	1	1	1	1
1481	0	0	0	0	0	0	0	0	9	9	4	1	1	2	1	2	5	1	2	2	4	6	5	1	3	3	3	5	5	85	15	30	85	15	85	60	85	40	85	40	70	38	28	3	2	3	1	1	1	1	1	1	1	1	1	1	5	1	1	1	28	38	68	33	15	50	40	85	15	2	5	1	1	1	2	2	2	6	1	1	1	2	2	50	50	0	3	2	1	1	1	2	5	8	2	76	3	6	6	2	5	3	2	5	2	5	5	3	2	2	2	2	5	3	3	3	5	1	3	2	3	3	2	1	3	3	1	1	1	5	2	60	5	1	4	2	2	5	5	0	2	1	3	2	2	2	5	0	2	2	3	3	1	2	1	3	1	2	3	2	1	6	2	2	6	6	6	3	6	5	1	1	2	1	3	7	1	2	3	1	2	6	2	5	2	5	3	3	3	3	2	2	3	2	3	2	3	1	2	3	1	2	2	2	1	2	4	2	2	5	2	3	6	3	8	2	2	2	1	3	1	3	4	2	4	5	2	1	2	2	1	1	1	1	2	85	85	85	2	2	2	2	2	1	2	1	1	1	1
1482	0	0	0	1	1	1	1	0	9	9	4	2	1	2	3	2	4	1	1	4	5	6	1	1	1	6	1	5	5	50	70	85	50	70	50	0	51	30	50	50	50	35	85	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	35	85	60	60	70	70	0	50	85	1	1	5	5	1	2	2	3	6	1	1	2	2	2	100	50	0	3	1	1	1	2	2	7	1	2	31	1	3	5	2	3	4	6	2	2	5	1	3	5	1	3	3	5	3	3	3	1	1	1	2	2	2	2	2	1	2	2	2	1	5	1	70	1	1	4	5	1	5	1	0	1	1	3	2	2	2	5	5	1	5	5	1	3	1	1	2	1	1	3	3	3	6	4	3	6	7	6	2	7	6	2	2	1	2	8	2	1	1	1	1	7	0	2	3	1	3	5	5	5	5	1	1	2	1	3	1	4	1	2	3	1	2	2	2	3	7	4	2	2	5	1	1	2	3	8	2	2	3	3	1	1	1	5	3	4	5	2	2	1	1	2	1	1	2	1	50	50	50	4	4	4	4	3	1	1	1	1	1	1
1484	0	0	0	1	1	1	1	0	9	9	6	2	1	2	1	2	4	3	2	4	5	6	5	1	1	3	3	0	0	6	50	51	52	29	86	30	51	37	63	49	4	30	50	2	1	3	1	1	1	1	2	2	1	1	1	1	5	5	1	1	18	32	43	55	0	48	36	38	27	2	5	5	5	5	1	2	2	6	1	1	1	1	2	0	50	0	3	2	1	1	2	1	2	9	2	49	2	5	4	2	4	2	4	4	1	2	3	2	2	3	1	2	5	5	4	5	1	1	5	2	3	1	2	1	1	2	2	2	1	5	1	41	2	2	3	4	3	5	5	0	2	1	3	1	2	1	5	0	2	2	2	3	1	2	2	1	2	2	4	4	1	4	4	2	4	4	5	4	4	6	2	2	1	2	5	5	2	3	2	2	2	4	3	5	2	5	3	4	4	3	2	2	3	3	3	2	3	1	3	4	1	2	2	1	2	4	4	2	2	5	1	1	5	5	5	1	3	3	3	3	3	3	3	3	3	3	2	2	2	2	1	1	1	2	2	49	32	97	4	5	4	3	2	2	2	1	2	1	1
1485	0	0	0	4	4	4	4	0	9	9	5	2	3	1	3	1	4	4	2	2	0	3	1	1	7	4	1	0	0	60	97	0	97	50	97	85	97	70	0	85	0	68	33	3	4	3	1	1	1	1	1	1	1	1	2	2	1	5	5	1	35	85	23	58	70	30	0	15	70	1	1	1	1	5	2	2	1	7	1	1	2	2	1	100	0	0	3	2	1	1	2	1	6	7	2	97	3	4	1	2	1	1	7	7	1	3	5	1	1	5	1	3	5	5	5	5	5	5	3	2	3	1	1	1	1	1	2	2	1	1	1	97	1	1	4	4	2	1	1	0	1	2	3	2	2	2	5	1	3	1	1	5	1	1	1	1	2	1	1	5	4	2	4	2	7	6	1	1	7	4	4	2	1	2	0	10	1	2	3	2	0	10	3	4	3	5	5	5	5	5	2	1	1	3	2	2	4	2	2	3	1	1	2	1	1	2	4	1	1	1	2	1	10	0	10	2	2	2	3	1	3	3	5	2	4	5	1	1	1	1	2	1	1	1	1	70	70	100	1	6	1	1	1	2	2	1	2	1	1
1487	0	0	0	1	1	1	1	0	9	9	4	1	1	2	3	2	4	1	1	2	5	6	1	2	1	4	1	5	5	50	60	85	30	70	50	15	70	50	50	30	60	43	78	1	4	3	1	1	1	2	1	1	1	1	2	2	1	5	5	1	30	80	43	78	60	70	0	15	85	1	1	1	5	1	2	2	2	7	2	2	2	2	3	100	100	75	3	1	1	1	2	2	7	1	2	21	1	2	5	2	3	3	5	5	2	5	1	3	4	2	4	2	5	3	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	5	1	70	2	1	5	5	1	5	5	0	1	1	3	2	2	2	5	3	2	4	4	2	1	1	2	2	2	2	5	3	2	6	3	2	6	6	4	5	6	5	2	2	1	2	7	2	1	1	1	1	7	0	3	3	2	3	5	5	5	5	1	1	3	1	3	1	3	1	2	3	1	2	2	1	3	7	3	2	2	4	1	2	2	2	9	2	2	2	1	3	1	1	5	2	4	5	2	1	1	1	1	1	1	1	2	50	50	70	3	3	2	1	3	1	1	1	1	1	1
1488	0	0	0	1	1	1	1	0	9	9	4	2	1	2	1	2	1	1	2	1	2	5	1	2	5	2	3	5	5	40	88	60	55	85	74	30	53	51	52	10	14	58	78	1	4	3	1	1	2	1	1	1	1	1	2	2	1	5	5	1	43	78	50	50	70	50	15	50	85	1	1	5	5	3	2	2	4	5	2	2	2	2	3	100	100	75	3	1	1	1	2	1	5	1	2	44	1	1	1	2	6	4	6	7	1	3	3	2	3	5	1	1	5	1	2	3	1	5	3	3	2	1	1	1	1	1	2	2	2	1	1	93	2	2	1	5	4	1	1	0	1	1	3	2	2	2	5	3	5	1	1	3	5	1	1	1	2	2	4	4	3	5	4	4	5	7	5	3	6	4	3	2	2	2	10	2	2	1	1	2	6	0	1	2	3	4	5	5	4	5	1	1	3	1	2	2	1	2	1	2	1	1	2	1	3	7	4	4	1	2	1	1	5	8	5	1	2	3	3	3	1	3	5	3	1	5	2	1	1	1	1	2	1	2	1	40	52	70	2	6	3	2	1	2	2	1	2	1	1
1490	0	0	0	1	1	1	1	0	9	9	6	1	1	2	1	2	4	1	2	4	5	6	1	1	1	6	1	5	5	41	79	80	40	78	87	5	93	71	97	75	97	42	87	1	4	3	2	1	2	2	1	1	1	1	2	2	1	5	5	1	42	92	55	90	83	95	0	15	90	1	1	1	1	1	2	2	2	6	1	3	2	2	3	100	100	50	3	1	1	1	1	2	7	1	2	29	1	7	4	2	1	4	7	4	2	5	1	3	4	5	4	3	1	1	2	1	1	1	3	2	2	1	1	2	1	1	1	1	1	5	1	87	1	1	5	5	2	1	1	0	1	1	3	1	1	2	5	1	3	5	5	1	3	1	1	1	1	2	3	1	7	7	4	2	7	5	3	1	7	5	2	2	1	2	8	3	1	1	1	1	9	1	1	1	1	1	5	5	5	5	1	1	1	1	2	1	4	1	1	2	1	1	2	2	3	7	4	3	2	4	1	2	2	5	10	2	2	1	1	3	1	1	4	3	4	4	2	1	2	2	1	1	1	1	1	88	50	92	4	4	4	2	3	2	2	1	1	1	1
1491	0	0	0	1	1	1	1	0	9	9	5	1	1	2	4	2	4	1	2	4	5	6	1	1	1	3	3	5	5	40	15	15	60	15	40	60	70	30	50	15	0	38	28	3	3	3	1	2	1	1	1	2	2	1	1	1	5	1	1	1	50	30	38	28	30	15	70	60	0	2	5	1	1	1	2	2	2	6	1	1	1	1	2	0	50	0	3	2	1	2	3	2	3	9	2	71	3	4	7	1	7	3	5	4	2	5	5	2	2	5	2	5	5	3	3	3	1	1	3	1	1	2	3	2	1	3	1	2	5	5	1	40	5	2	3	2	5	1	5	0	2	1	3	1	2	1	5	3	5	1	1	5	1	3	3	3	1	4	2	2	1	7	1	2	7	7	6	3	7	5	2	1	2	1	0	9	1	2	3	2	0	8	4	2	3	5	3	3	3	1	2	1	3	3	4	2	2	1	2	3	1	1	2	2	1	1	4	3	1	1	2	1	9	1	9	2	3	1	1	3	1	3	5	2	3	5	2	1	1	1	1	1	1	2	2	50	70	85	5	5	4	2	2	2	2	1	2	1	1
1493	0	0	0	2	2	2	2	0	9	9	4	1	1	2	1	2	2	2	1	4	5	3	1	1	1	1	3	0	0	1	85	33	49	31	61	30	61	17	51	17	41	31	51	2	1	3	1	1	1	1	2	2	1	1	1	1	5	1	1	1	47	36	61	40	32	50	61	71	15	2	5	1	1	1	2	2	2	7	1	1	1	1	2	0	50	0	3	2	1	1	2	2	2	9	2	57	3	2	1	1	7	3	2	5	2	5	3	2	2	5	1	2	5	3	3	1	5	5	5	3	1	2	3	1	3	2	1	2	5	5	1	43	5	2	4	2	3	1	1	0	1	1	1	2	2	2	5	3	4	1	2	5	1	3	3	1	1	4	2	1	1	6	3	2	5	7	7	2	7	6	2	1	1	1	6	7	2	3	2	1	4	6	4	3	2	5	2	4	3	4	2	2	3	2	3	2	1	1	3	4	1	1	1	1	2	4	4	3	1	1	2	2	6	2	9	2	3	4	3	1	3	3	4	3	4	4	3	2	2	2	2	1	1	2	2	32	41	80	2	3	2	2	1	2	2	1	1	1	1
