"","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0071c","VCF0072a","VCF0102","VCF0104","VCF0106","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0118","VCF0127","VCF0128","VCF0130a","VCF0140","VCF0143","VCF0146","VCF0147","VCF0148a","VCF0149","VCF0156","VCF0157","VCF0209","VCF0210","VCF0211","VCF0212","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0253","VCF0290","VCF0291","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0450","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0705","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0804","VCF0806","VCF0809","VCF0823","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0870","VCF0871","VCF0872","VCF0876","VCF0878","VCF0879a","VCF0880","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0901b","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"1905",0,0,0,1.032,1.057,1.057,1.057,4,0,0,9,0,1,9,9,5,2,1,2,4,1,2,3,1,1,1,3,6,1,1,1,4,1,5,5,50,50,50,50,42,50,63,50,50,50,30,50,53,40,2,1,2,1,1,1,1,2,2,1,1,1,1,5,1,1,5,45,24,52,50,18,52,71,52,33,2,1,1,1,1,1,2,2,6,1,1,1,1,1,0,0,0,2,2,3,2,2,2,2,4,4,3,2,2,1,1,1,1,1,1,1,5,4,9,5,2,2,2,49,2,3,6,2,7,4,2,4,1,3,3,2,4,4,4,1,5,5,4,1,1,1,5,3,2,3,2,1,1,3,"PA",2,1,2,1,1,4,1,2,2,1,6,85,5,2,5,4,2,5,1,0,1,1,2,1,1,2,1,5,5,5,1,2,3,1,1,1,1,1,1,4,2,3,5,2,1,6,7,6,3,5,5,2,2,2,1,4,6,2,1,3,1,1,8,5,4,1,5,2,3,4,2,2,2,3,3,4,2,3,2,2,3,1,1,2,1,1,3,7,4,2,1,1,2,2,5,1,8,2,2,4,3,3,3,3,1,4,3,4,1,2,2,1,2,2,1,2,1,7,2,1,50,50,85,4,4,4,4,2,1,2,1,1,1,1
"1906",0,0,0,0.611,0.625,0.625,0.625,4,0,0,9,0,1,9,9,0,1,1,2,3,3,1,4,1,2,1,3,4,1,1,1,4,1,5,5,40,40,40,60,16,60,31,60,40,50,40,50,24,43,3,3,3,1,1,1,2,2,2,1,2,1,1,1,1,1,1,29,38,43,8,16,0,41,85,41,2,5,1,1,1,2,2,2,6,1,1,1,1,2,0,50,0,1,2,3,NA,3,2,2,4,4,1,2,2,1,1,1,1,1,1,1,1,7,9,5,2,2,2,59,3,5,4,2,2,2,3,6,1,2,5,3,3,4,2,2,5,5,4,5,1,1,5,2,3,2,1,1,2,3,"FL",2,1,2,1,5,4,1,1,2,1,6,40,4,4,3,3,2,1,1,0,1,2,2,1,1,1,1,5,3,4,4,4,3,1,3,1,2,1,2,3,7,2,6,1,2,6,3,5,4,5,5,2,1,1,1,4,6,2,1,2,3,2,7,5,5,3,5,2,2,3,2,2,2,3,2,3,2,3,1,3,4,1,1,2,1,1,2,4,4,2,1,1,1,4,6,2,7,2,2,2,3,3,1,3,4,3,3,4,2,1,1,1,3,1,1,2,1,7,2,1,50,40,70,3,4,2,3,3,1,2,1,2,1,1
"1907",0,0,0,1.45,1.484,1.484,1.484,4,0,0,9,0,1,9,9,1,1,1,2,3,3,1,2,5,2,1,4,5,1,2,2,6,1,0,0,79,50,11,97,9,41,85,13,49,2,1,0,47,12,3,3,2,1,1,1,2,2,2,1,1,1,1,5,1,1,1,31,19,51,51,0,51,62,50,7,2,5,1,1,1,2,2,2,6,1,1,2,2,2,100,50,0,2,1,1,NA,3,2,2,4,4,1,2,2,1,1,1,1,1,1,1,1,2,9,NA,2,2,2,92,3,6,5,2,5,2,3,4,1,2,5,1,2,3,2,4,5,3,3,1,5,1,5,1,1,3,1,1,2,3,"VA",2,1,2,1,1,4,1,2,2,1,6,82,5,2,3,3,4,1,1,2,1,1,2,1,2,2,2,1,0,4,2,1,4,5,2,1,2,2,2,4,2,4,7,4,1,4,6,4,4,4,7,3,2,1,2,1,10,1,2,3,1,0,8,5,5,5,5,2,1,4,1,1,2,1,3,2,2,3,1,1,2,3,5,2,1,2,1,2,4,1,1,1,3,2,9,0,10,2,2,2,3,1,1,3,5,3,4,5,2,1,1,2,4,2,1,2,7,7,2,1,16,70,100,2,5,4,1,3,3,1,1,1,1,1
"1908",0,0,0,2.038,2.084,2.084,2.084,4,0,0,9,0,1,9,9,5,1,3,2,4,2,2,3,1,2,4,5,6,1,1,1,2,4,1,1,31,15,1,50,15,60,60,85,1,97,15,51,38,28,3,2,3,1,1,1,1,2,2,2,2,1,1,5,1,1,5,50,15,56,9,15,15,85,97,15,2,5,1,1,1,2,2,2,4,1,1,1,1,2,0,50,0,2,2,3,2,2,2,2,4,4,3,2,2,1,1,1,2,1,1,2,1,5,9,5,2,2,2,73,3,1,6,2,4,4,1,4,2,5,5,3,1,4,1,1,5,3,3,3,1,1,5,3,2,3,2,1,1,3,"OH",1,2,2,5,5,2,1,1,1,1,2,40,5,1,5,4,2,1,5,0,1,2,2,1,2,2,2,5,1,5,2,4,3,1,3,1,2,1,4,1,1,4,7,1,2,5,4,4,1,7,5,4,1,2,1,2,6,2,1,3,2,1,2,5,5,3,5,3,3,3,2,2,2,3,2,4,2,2,2,2,3,2,3,2,1,2,2,4,4,4,1,1,2,1,6,1,8,2,3,5,1,3,1,3,1,1,4,1,4,1,1,1,2,2,1,2,1,7,1,1,51,30,17,7,7,7,1,1,2,2,1,2,2,1
"1909",0,0,0,2.038,2.084,2.084,2.084,4,0,0,9,0,1,9,9,4,1,1,2,3,2,2,4,1,2,1,2,5,1,1,1,1,3,5,5,52,71,61,62,40,61,31,51,61,25,16,28,36,55,1,3,3,1,1,1,1,2,2,1,2,1,1,5,1,5,5,37,17,43,9,3,2,70,84,31,2,5,1,1,5,1,1,3,7,1,1,3,3,2,50,50,0,2,2,3,2,2,1,2,3,4,1,2,2,1,1,1,1,1,1,2,1,2,9,1,2,2,2,49,2,4,4,1,6,2,3,6,1,2,5,1,1,5,2,4,5,3,3,1,1,5,5,1,2,2,2,1,1,3,"IN",2,1,2,1,5,4,1,1,2,1,5,60,5,3,4,2,2,5,1,0,1,1,2,1,2,2,2,5,0,5,1,1,5,1,1,1,1,1,2,2,1,1,7,7,1,6,5,5,4,5,4,4,1,1,1,5,6,2,1,3,1,1,7,5,5,3,5,3,3,3,1,2,2,3,3,3,2,2,1,2,3,1,2,2,1,2,1,2,3,2,1,1,1,2,5,3,6,1,3,3,3,1,1,3,5,4,3,5,2,2,2,2,3,1,1,2,1,7,2,1,16,41,88,3,5,3,4,2,1,2,1,2,1,1
"1910",0,0,0,0.883,0.903,0.903,0.903,4,0,0,9,0,1,9,9,3,2,1,2,3,3,1,4,1,2,4,4,5,1,1,1,1,3,5,5,50,60,0,85,0,97,60,85,0,97,15,50,30,20,3,2,3,1,1,1,1,2,2,1,2,1,1,5,1,1,5,35,15,64,17,0,30,70,97,30,2,5,1,5,1,2,2,1,5,1,1,3,1,1,25,0,0,2,2,3,2,2,1,2,3,4,4,2,2,2,1,1,1,1,2,2,1,2,9,NA,2,2,2,91,3,4,7,2,7,4,4,6,1,3,5,2,3,3,1,4,5,5,4,3,1,1,5,2,2,3,2,1,1,3,"NC",2,1,2,5,5,4,1,2,2,1,6,97,5,1,5,3,2,5,1,0,2,2,1,1,2,2,2,5,5,5,3,2,3,1,2,2,1,1,4,1,7,1,7,1,1,6,4,6,2,4,6,2,1,1,1,1,7,2,1,3,1,0,7,5,5,2,5,3,2,4,4,2,2,3,3,4,2,4,1,3,4,2,3,2,1,2,2,4,4,2,1,1,2,3,5,10,0,1,3,1,3,3,1,3,4,3,4,3,1,2,2,1,2,2,1,2,3,7,1,1,40,50,100,1,1,1,1,2,1,2,1,1,1,1
"1911",0,0,0,0.848,0.876,0.876,0.876,4,0,0,9,0,1,9,9,5,1,3,2,4,4,2,5,1,2,4,5,6,5,1,1,6,1,5,5,0,70,85,15,70,70,0,70,0,97,70,85,35,85,1,4,3,1,1,1,2,1,1,1,1,2,2,1,5,5,1,30,80,25,75,60,50,0,0,85,1,1,1,1,1,2,2,2,7,1,2,1,1,2,0,50,25,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,4,1,1,2,2,2,14,1,7,5,2,4,4,6,4,2,5,1,3,5,1,2,1,1,1,2,3,1,1,1,2,2,1,1,1,1,1,"CO",2,1,2,1,5,4,1,1,2,1,5,60,1,1,5,5,1,5,1,0,1,1,1,3,1,2,1,5,5,1,5,4,2,1,1,1,1,1,2,4,4,7,5,5,3,7,7,7,2,7,6,2,2,1,2,8,1,1,1,1,1,6,0,2,2,1,5,3,5,4,5,1,1,1,1,1,1,4,1,1,2,1,2,3,1,2,3,7,4,2,1,2,1,1,8,8,1,2,4,3,3,1,1,3,5,1,4,5,2,1,2,2,1,1,1,1,1,7,2,1,70,40,0,3,4,3,1,2,1,2,1,2,1,1
"1912",0,0,0,1.421,1.454,1.454,1.454,4,0,0,9,0,1,9,9,1,1,1,2,4,1,2,3,1,2,4,5,6,1,2,2,4,1,5,5,70,50,85,50,85,50,40,85,30,97,50,85,63,73,1,2,2,1,1,1,1,1,1,1,1,2,2,1,5,5,1,35,85,33,68,70,50,0,15,70,1,1,1,1,1,2,2,2,6,2,2,1,1,2,0,50,75,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,7,1,1,2,2,2,31,1,7,5,2,3,4,6,2,2,5,1,3,5,2,5,4,1,3,3,3,1,1,1,1,2,2,2,2,1,2,"MA",2,1,1,5,5,4,1,1,2,1,7,50,1,3,3,3,2,1,5,0,1,1,1,3,2,2,2,5,0,2,4,5,3,3,1,1,1,2,4,4,3,2,5,2,3,6,7,7,1,7,6,3,2,1,2,8,5,1,1,1,2,6,0,2,3,1,4,4,5,5,5,1,1,2,1,3,1,4,2,1,2,1,2,2,2,2,3,6,4,2,1,2,1,2,3,2,8,2,3,4,3,3,3,1,4,3,4,5,2,2,2,2,2,1,1,2,1,7,2,1,85,50,50,4,4,4,2,3,1,2,1,1,1,1
"1913",0,0,0,0.711,0.737,0.737,0.737,4,0,0,9,0,1,9,9,1,1,1,2,4,4,2,1,1,2,4,5,6,1,2,7,1,3,5,5,30,15,15,25,0,30,0,60,40,40,0,0,0,50,2,1,2,1,2,1,1,2,2,1,1,2,2,5,1,5,5,15,35,85,5,0,28,30,60,0,2,5,1,1,1,1,2,1,4,1,1,1,1,1,0,0,0,1,1,1,NA,2,1,1,3,3,1,2,2,1,1,1,1,1,1,2,1,5,8,NA,2,2,2,54,3,7,7,1,7,4,1,4,2,5,5,1,1,3,1,2,5,1,2,5,5,5,5,1,1,3,3,3,2,3,"CO",2,2,2,1,5,4,1,2,2,1,6,25,5,3,3,2,3,1,5,2,1,1,1,1,1,1,2,5,5,5,1,1,5,5,3,2,3,1,2,6,2,2,5,3,1,6,4,4,4,4,5,2,1,2,1,2,3,2,1,2,3,0,3,5,5,3,5,4,4,3,4,2,2,3,1,3,2,1,2,2,3,1,1,1,2,2,2,4,3,3,2,4,3,1,5,0,10,2,4,5,3,3,3,1,3,3,4,3,3,2,2,2,1,2,1,2,1,7,2,1,0,40,40,3,5,2,4,3,1,1,1,2,1,2
"1914",0,0,0,1.74,1.797,1.797,1.797,4,0,0,9,0,1,9,9,4,2,1,2,3,4,2,2,1,2,1,5,5,1,2,3,1,3,5,5,60,70,85,30,60,85,50,70,60,60,50,97,55,55,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,40,40,50,50,30,50,50,50,70,1,5,5,5,5,2,1,5,2,1,1,2,2,1,100,0,0,1,1,1,NA,3,1,1,4,4,1,4,2,1,1,1,1,1,1,2,1,4,9,NA,2,2,2,21,1,4,4,2,4,4,4,4,1,2,1,1,1,1,1,5,5,5,5,5,1,1,3,3,3,1,2,1,1,3,"OR",1,1,1,1,5,4,1,2,1,1,1,60,4,3,3,3,5,5,5,2,1,1,1,1,2,2,2,5,0,1,1,5,3,1,1,1,1,1,2,3,7,1,6,1,5,5,4,7,2,7,2,4,1,1,1,2,3,2,1,2,3,3,5,4,5,2,5,2,4,3,4,1,2,3,3,3,2,2,2,3,5,1,1,1,3,2,2,4,3,3,1,1,1,1,9,4,5,1,3,3,3,1,3,1,1,4,1,5,2,1,2,2,4,2,1,2,1,7,2,1,50,60,100,2,1,2,2,2,1,2,1,2,1,1
"1915",0,0,0,0.743,0.759,0.759,0.759,4,0,0,9,0,1,9,9,5,2,1,2,3,2,2,5,1,2,2,3,5,1,1,1,6,1,5,5,70,40,40,85,30,97,60,50,40,85,70,60,45,35,3,3,3,1,1,1,1,2,1,1,2,1,1,5,1,1,1,43,23,55,45,15,50,70,60,15,2,1,1,1,1,2,2,2,7,1,1,1,2,3,50,100,0,2,2,3,2,2,2,2,4,4,4,2,2,2,1,1,1,2,2,2,1,5,9,5,1,2,1,71,3,7,4,2,4,4,1,5,1,2,5,2,2,4,4,2,5,1,1,3,1,1,3,1,2,2,2,1,2,3,"IN",1,2,2,5,5,4,2,1,2,2,1,85,5,4,5,2,2,5,1,0,2,2,1,3,1,2,1,5,1,5,4,2,5,1,2,2,2,1,4,2,2,1,6,1,2,6,6,5,2,6,5,2,1,1,1,2,8,1,2,3,1,0,8,3,3,2,4,3,3,3,3,2,2,3,3,3,2,3,1,3,4,1,2,2,2,2,1,2,4,2,2,5,1,1,8,2,8,2,2,2,1,3,1,3,5,3,4,5,2,2,1,1,1,1,1,1,3,3,1,1,70,70,100,1,2,1,1,3,3,1,1,1,1,1
"1916",0,0,0,0.834,0.853,0.853,0.853,4,0,0,9,0,1,9,9,0,1,1,2,4,1,2,1,1,2,2,3,6,1,1,1,6,2,5,5,40,97,97,35,80,97,10,97,0,97,60,97,45,85,1,4,3,2,1,1,2,1,1,1,1,2,2,1,5,5,1,35,85,50,85,70,85,0,15,95,1,1,5,5,1,2,2,3,7,2,2,2,2,2,100,50,75,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,7,1,1,2,2,1,18,1,3,3,2,4,4,5,3,2,5,1,2,5,3,2,3,5,1,1,1,1,1,1,2,2,1,1,2,1,2,"NY",2,1,2,5,5,4,1,1,2,1,5,40,1,2,5,4,1,5,1,0,1,3,1,3,2,2,2,5,1,1,5,5,2,3,1,1,2,1,5,4,4,4,4,3,3,6,7,7,2,6,5,2,2,1,2,10,1,1,1,1,3,7,0,1,1,1,3,4,5,5,5,1,1,2,1,4,1,4,2,1,2,1,1,2,2,2,3,7,4,4,1,2,1,1,2,3,9,2,3,1,1,3,1,1,5,2,4,5,2,1,1,1,3,1,1,1,1,7,1,1,50,40,30,1,1,1,7,2,1,2,3,1,1,1
"1917",0,0,0,0.929,0.95,0.95,0.95,4,0,0,9,0,1,9,9,2,2,1,2,4,3,1,4,1,2,2,3,6,1,1,7,4,1,5,5,90,0,10,70,15,70,30,97,50,90,30,90,23,43,3,3,2,1,2,1,1,2,2,1,1,2,2,5,1,5,1,23,43,50,50,15,50,30,50,15,2,5,1,1,1,2,2,2,7,1,1,1,1,2,0,50,0,1,2,3,NA,3,2,2,4,4,4,2,1,1,1,1,1,1,1,2,1,7,5,5,2,2,2,79,3,7,7,2,7,4,1,4,1,1,5,2,5,1,5,1,5,1,2,3,1,1,1,2,2,2,2,2,2,3,"GA",2,2,2,1,5,4,1,1,2,1,6,50,5,1,5,3,3,5,5,0,1,2,2,3,1,2,1,5,5,4,1,3,5,1,2,1,2,1,2,1,1,1,7,1,1,7,7,7,2,7,6,2,1,2,1,1,6,2,1,3,2,1,2,5,5,4,5,4,5,5,3,2,2,3,3,3,2,4,1,2,3,1,1,2,2,2,1,3,4,2,2,4,1,4,6,0,10,2,3,1,1,3,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,7,1,1,90,80,100,2,2,2,2,2,1,2,1,1,1,1
"1918",0,0,0,1.032,1.066,1.066,1.066,4,0,0,9,0,1,9,9,4,2,3,2,4,4,2,4,1,1,4,5,6,1,1,7,6,1,5,5,97,97,97,40,97,97,0,97,0,97,97,97,49,99,1,4,3,2,1,2,2,2,2,1,1,2,2,1,5,5,1,49,99,31,79,97,60,0,2,97,1,1,5,5,1,2,2,3,7,1,1,1,1,3,0,100,0,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,7,1,NA,2,2,1,20,1,1,1,2,1,4,7,4,2,5,1,3,5,1,5,1,1,1,2,5,1,1,1,1,2,1,1,1,1,1,"CA",1,1,1,1,5,1,3,2,2,1,1,85,1,1,5,5,1,1,1,0,1,1,1,3,1,1,2,1,1,1,5,5,1,3,1,1,1,1,1,4,1,2,7,3,2,1,7,7,1,7,7,2,2,1,2,10,0,2,1,1,1,10,0,1,1,1,1,5,5,5,5,1,1,1,1,4,1,4,2,2,3,1,1,3,2,2,3,7,4,1,1,1,1,1,1,3,10,2,3,1,1,3,3,1,5,3,1,5,1,1,1,1,1,1,1,1,1,7,1,1,100,100,100,1,1,1,1,3,1,1,1,1,1,1
"1919",0,0,0,1.148,1.175,1.175,1.175,4,0,0,9,0,1,9,9,3,2,1,2,4,1,2,5,1,1,3,3,6,1,1,1,6,1,5,5,50,97,97,60,97,97,0,97,0,97,97,97,49,99,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,49,99,43,93,97,85,0,0,97,1,1,5,5,1,2,2,3,7,2,3,2,2,3,100,100,100,1,2,3,1,1,1,1,1,1,3,1,2,2,1,2,1,2,3,2,1,7,1,1,2,1,1,30,1,2,2,2,1,4,7,2,1,2,1,2,5,1,5,1,1,1,2,1,1,1,1,2,2,1,1,3,1,1,"NY",2,1,1,1,5,4,1,1,2,1,7,70,1,1,5,5,1,5,1,0,1,1,1,3,2,2,2,5,1,1,5,5,1,1,1,1,1,1,2,3,1,3,5,3,3,5,7,6,3,7,7,2,2,1,2,10,0,1,1,1,3,10,0,1,1,1,1,5,5,5,5,1,1,1,1,1,1,4,1,1,2,1,1,3,1,2,3,7,4,1,2,5,1,1,2,3,9,2,2,1,1,3,1,1,5,1,5,5,2,1,1,2,1,1,1,1,1,7,1,1,100,50,60,4,2,2,2,3,1,1,2,1,1,1
"1920",0,0,0,0.407,0.417,0.417,0.417,4,0,0,9,0,1,9,9,6,1,3,2,4,3,1,4,3,2,1,4,6,5,1,2,1,3,0,0,15,50,30,70,15,60,15,60,0,50,15,50,15,50,2,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,45,10,35,20,5,5,85,65,30,2,1,1,1,1,1,1,1,4,1,1,1,1,1,0,0,0,1,2,3,2,2,2,2,4,4,1,2,1,2,1,1,1,2,2,2,5,7,9,5,1,2,1,69,3,4,6,1,6,3,3,3,2,5,5,2,2,3,1,3,5,5,5,5,1,1,5,3,3,3,3,2,3,3,"VA",2,1,2,1,5,4,1,2,2,1,6,50,5,2,2,2,3,1,1,0,1,5,1,3,2,2,2,1,1,4,1,3,4,1,2,2,2,2,2,5,1,7,6,1,1,5,5,4,3,4,4,1,2,1,1,0,0,2,1,2,3,0,2,5,5,3,5,3,3,4,4,2,2,3,3,4,2,2,2,3,4,1,1,2,1,1,1,2,4,3,1,2,2,2,7,1,4,2,4,3,1,3,1,3,3,3,4,2,3,2,2,2,2,1,1,2,2,3,1,1,60,50,60,3,4,2,2,1,3,1,1,2,1,2
"1921",0,0,0,1.686,1.732,1.732,1.732,4,0,0,9,0,1,9,9,3,2,2,2,2,4,2,2,2,2,4,4,3,1,2,1,4,1,0,0,15,40,60,30,97,70,70,85,40,0,70,0,84,64,1,3,2,2,1,2,1,1,1,1,1,1,2,5,5,5,5,44,93,60,50,85,60,1,60,85,1,5,5,5,5,2,1,4,7,1,2,1,1,2,0,50,25,1,2,3,1,1,1,1,1,1,5,1,2,1,1,1,2,1,1,1,1,3,1,1,2,2,2,34,3,6,5,2,1,1,7,4,1,3,5,3,2,2,4,5,1,5,4,3,1,5,5,3,1,1,1,1,1,1,"CA",1,2,2,1,5,3,2,1,2,2,2,40,1,1,2,2,3,1,1,0,1,1,1,3,1,1,2,5,1,3,3,5,1,3,1,1,1,1,1,6,1,6,7,6,4,1,7,1,1,1,7,1,2,1,1,8,6,2,1,1,2,8,7,1,4,4,2,5,5,5,5,1,2,3,3,2,2,2,1,2,3,1,1,2,1,1,3,7,2,2,2,5,3,3,7,7,6,1,4,4,3,1,3,3,3,4,3,3,2,1,1,2,4,2,2,2,1,7,2,1,0,30,100,3,3,1,3,3,3,2,1,2,1,1
"1922",0,0,0,0.894,0.915,0.915,0.915,4,0,0,9,0,1,9,9,3,2,1,2,3,2,2,4,1,2,2,4,5,1,1,1,4,2,5,5,50,30,50,50,30,97,40,50,50,60,50,30,35,45,2,1,2,1,1,1,2,2,2,1,2,1,2,5,1,5,1,40,50,50,50,40,50,40,50,30,2,5,5,1,5,2,2,2,6,1,1,1,3,2,25,50,0,1,1,2,NA,3,1,1,4,4,1,1,2,1,1,1,1,1,1,2,1,3,4,NA,2,2,2,49,3,7,6,1,6,2,2,5,1,1,3,2,1,5,1,3,5,5,4,3,1,1,5,3,2,1,2,1,1,2,"WI",2,1,2,1,5,4,1,2,2,1,6,40,5,3,3,3,3,5,5,2,1,1,1,3,1,1,1,5,3,5,2,3,5,1,2,2,1,1,1,1,2,1,6,2,2,6,6,5,2,6,6,2,1,1,1,5,6,1,2,3,1,6,5,3,4,3,5,3,4,3,4,2,2,3,3,2,2,2,2,3,5,1,1,2,1,2,3,6,1,2,1,1,1,4,6,6,6,2,3,2,3,3,3,3,3,3,4,4,3,1,2,2,4,1,1,2,1,7,1,1,85,50,50,5,3,5,5,2,1,2,1,1,1,1
"1923",0,0,0,0.654,0.669,0.669,0.669,4,0,0,9,0,1,9,9,6,1,1,2,4,1,2,3,1,2,1,1,6,1,1,1,4,1,5,5,40,85,85,70,85,85,15,85,50,97,85,85,50,85,1,4,3,2,1,1,2,1,1,1,1,2,2,1,1,5,1,43,93,58,78,85,85,0,30,97,1,1,1,5,1,2,2,2,7,1,2,2,2,3,100,100,25,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,6,1,1,2,2,2,41,1,1,1,2,1,3,7,2,1,3,1,3,5,2,5,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,"MA",1,1,1,1,5,1,1,1,1,1,1,50,1,1,5,5,1,5,1,0,1,1,1,3,1,1,2,5,3,1,5,5,1,3,1,1,2,2,1,4,2,2,6,2,2,6,7,4,2,7,5,2,2,1,2,10,0,1,1,1,1,9,0,1,2,1,3,5,5,5,5,1,1,1,1,3,1,3,1,1,2,1,1,3,1,2,3,7,4,2,2,5,1,1,0,3,10,1,2,2,1,3,1,1,5,2,4,5,2,1,1,1,1,1,1,1,1,7,2,1,85,50,85,4,5,4,6,3,1,2,1,1,1,1
"1924",0,0,0,0.601,0.615,0.615,0.615,4,0,0,9,0,1,9,9,6,1,1,2,3,1,2,4,1,2,3,5,5,1,1,1,4,1,5,5,40,60,70,40,70,50,15,50,15,50,50,50,43,78,1,4,3,1,1,1,2,1,1,1,1,2,2,1,5,5,1,43,93,43,78,85,70,0,15,97,1,1,1,1,1,2,2,3,6,2,2,2,1,2,50,50,75,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,NA,2,2,2,34,1,2,3,2,3,4,5,2,2,5,1,3,4,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,"NJ",2,1,2,5,5,4,1,2,2,2,6,60,1,1,5,5,2,5,1,0,1,1,1,3,2,2,2,5,0,2,4,4,4,3,1,1,1,2,4,4,3,3,5,3,3,6,6,7,3,7,6,2,2,1,2,8,2,1,1,1,2,5,1,2,2,1,3,4,5,5,5,1,1,2,1,2,1,4,1,1,2,1,1,3,2,2,3,7,4,2,2,5,1,1,9,9,1,2,2,2,1,3,1,3,4,4,3,3,2,1,1,1,2,1,1,2,1,7,2,1,50,50,60,4,4,4,4,2,3,2,1,1,1,1
"1925",0,0,0,1.625,1.665,1.665,1.665,4,0,0,9,0,1,9,9,4,2,1,2,2,2,2,4,1,2,2,1,3,1,1,1,4,1,5,5,50,97,50,50,85,70,15,50,15,70,50,70,50,85,1,4,2,2,1,2,2,1,1,1,2,1,2,1,5,5,1,50,85,58,78,85,85,15,30,85,1,1,5,5,1,1,1,4,6,2,3,1,1,1,0,0,100,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,49,1,1,7,1,7,4,3,1,1,2,3,1,2,3,2,2,1,1,1,1,5,5,5,1,2,3,2,2,1,3,"WI",2,1,2,5,5,4,1,1,2,2,6,60,1,3,3,3,3,5,1,0,1,1,1,1,2,2,2,5,0,3,3,3,3,3,2,2,1,1,5,4,4,4,4,4,4,4,4,4,4,4,5,2,1,1,1,8,2,2,1,1,2,8,4,2,2,2,3,5,4,5,5,1,1,2,2,2,2,3,1,1,2,1,1,2,1,2,2,4,3,2,1,2,2,3,5,5,5,1,5,1,3,3,3,3,3,3,3,3,2,2,2,2,3,2,1,2,1,7,2,1,60,70,85,3,3,3,3,2,1,2,1,2,1,1
