"","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0071c","VCF0072a","VCF0102","VCF0104","VCF0106","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0118","VCF0127","VCF0128","VCF0130a","VCF0140","VCF0143","VCF0146","VCF0147","VCF0148a","VCF0149","VCF0156","VCF0157","VCF0209","VCF0210","VCF0211","VCF0212","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0253","VCF0290","VCF0291","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0450","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0705","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0804","VCF0806","VCF0809","VCF0823","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0870","VCF0871","VCF0872","VCF0876","VCF0878","VCF0879a","VCF0880","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0901b","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"664",0.578,0.578,0.578,0,0.538,0.538,0.538,0,0,0,1,2,2,1,1,4,1,1,2,2,2,2,3,1,1,4,5,3,1,1,3,1,3,5,5,30,70,30,70,50,60,85,70,60,15,0,50,68,33,2,1,3,1,2,1,1,2,2,1,1,1,1,5,1,1,5,43,8,73,38,0,60,85,85,0,2,5,1,1,5,2,1,1,6,1,1,1,2,2,50,50,0,2,2,3,2,2,2,2,4,4,5,2,2,2,1,1,1,1,2,1,1,7,9,5,2,2,2,69,3,5,6,1,1,4,4,1,1,1,3,1,2,2,1,2,1,5,5,3,5,5,5,2,2,1,1,1,1,3,"IN",2,1,2,5,5,4,1,2,2,2,5,70,5,1,2,2,2,5,1,0,2,2,2,3,2,2,2,5,3,1,2,1,4,1,1,1,1,1,5,3,3,2,3,2,1,5,6,5,5,6,6,1,2,1,1,5,5,2,1,3,3,3,7,5,5,5,5,2,2,2,3,2,2,3,3,4,2,1,1,3,5,1,2,2,1,1,1,1,1,3,1,1,2,1,7,3,7,2,2,3,3,3,2,3,3,3,4,3,2,1,1,2,3,2,1,2,7,7,1,1,0,0,85,2,2,4,2,2,1,2,1,1,1,2
"665",0.882,0.882,0.882,0,0.821,0.821,0.821,0,0,0,2,2,2,2,1,3,2,1,2,4,3,2,4,1,1,3,3,6,1,2,1,4,1,5,5,70,85,97,70,90,97,10,85,40,97,85,97,50,90,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,49,99,42,88,97,80,0,4,97,1,1,5,5,1,2,2,2,6,2,1,2,2,3,100,100,50,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,5,1,1,2,2,2,35,1,1,3,2,2,4,5,4,1,1,1,2,5,4,4,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,"DC",1,1,1,1,5,1,1,1,1,1,1,85,1,1,5,4,1,5,1,0,1,1,1,3,2,2,2,5,1,2,5,5,2,3,1,1,2,2,2,4,2,3,4,3,2,5,7,7,2,5,6,2,2,1,2,10,4,1,1,1,2,10,0,1,1,1,2,4,5,5,5,1,1,1,1,1,1,4,1,1,2,1,1,3,1,2,3,7,4,1,2,5,1,1,1,0,10,2,2,2,1,3,1,1,5,2,5,5,2,1,2,2,1,1,1,1,1,7,1,1,100,100,100,3,3,1,1,3,1,2,1,1,1,1
"666",0.621,0.621,0.621,0,0.578,0.578,0.578,0,0,0,1,1,2,2,1,6,1,3,1,4,2,2,3,3,1,2,1,6,1,1,2,4,1,5,5,40,60,60,30,70,70,15,70,30,50,70,50,43,78,1,2,3,1,1,2,2,1,1,1,2,2,2,1,5,5,1,30,80,35,85,60,70,0,0,85,1,1,1,1,1,2,2,2,6,2,2,1,3,3,25,100,75,1,2,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,2,1,7,1,1,2,2,2,34,1,2,5,2,1,2,4,4,1,3,1,2,2,2,2,4,5,3,3,3,1,1,3,2,2,1,1,1,1,1,"IN",2,1,2,1,5,4,1,1,2,1,5,70,1,1,2,5,1,1,1,0,1,1,2,3,1,1,1,5,3,1,5,5,1,3,1,1,2,1,2,5,2,2,5,4,2,6,5,7,1,7,7,1,2,1,2,7,2,1,1,2,3,7,0,3,3,1,3,5,5,5,5,1,1,2,1,3,1,3,1,1,2,1,1,3,1,2,3,7,4,2,2,5,1,2,3,4,8,2,1,2,1,3,1,3,4,3,4,4,2,1,2,2,2,1,1,2,1,7,1,1,50,60,50,3,3,2,2,3,3,1,1,2,1,2
"667",0.34,0.34,0.34,0,0.317,0.317,0.317,0,0,0,4,3,2,1,1,4,1,1,2,4,2,2,4,1,2,1,1,6,5,1,5,4,1,5,5,50,50,50,50,50,50,60,50,50,50,40,50,55,45,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,40,50,30,40,30,60,70,60,1,1,1,1,1,2,2,1,7,1,2,3,1,3,25,100,25,1,2,3,2,2,2,1,4,3,5,2,1,1,1,1,1,1,1,2,1,0,9,5,2,2,2,49,3,7,5,2,5,4,4,5,1,2,5,2,3,2,3,2,5,3,3,3,1,1,3,2,2,2,2,2,1,2,"IL",2,2,2,1,1,4,1,1,2,1,6,50,1,1,2,4,4,5,1,0,1,2,1,3,2,2,2,5,3,3,2,2,4,1,2,2,2,1,2,3,1,7,5,7,1,6,5,7,3,1,7,1,1,2,1,4,6,1,2,2,2,4,6,3,4,2,5,3,2,3,3,1,2,3,1,2,1,3,1,2,3,2,3,2,2,2,2,4,1,1,1,1,2,2,6,4,6,1,2,2,3,3,3,3,2,5,2,4,2,1,2,2,4,2,1,2,7,7,2,1,30,50,70,4,4,4,4,3,1,1,1,1,1,2
"668",0.311,0.311,0.311,0,0.289,0.289,0.289,0,0,0,2,3,1,1,1,5,1,1,2,4,2,2,4,2,1,1,2,6,1,2,3,4,1,0,0,40,70,50,60,55,60,50,50,60,50,50,60,53,53,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,60,50,55,45,60,50,60,60,70,1,5,5,5,5,1,2,3,5,1,2,1,1,1,0,0,25,2,1,2,NA,1,1,2,1,2,1,4,2,1,1,1,1,1,1,2,1,2,4,NA,2,2,2,54,3,4,6,2,5,2,5,5,1,2,5,2,2,2,1,2,5,1,1,3,5,1,3,3,2,1,1,1,1,1,"IL",2,1,2,5,5,4,1,2,2,2,5,60,2,3,2,3,3,5,5,2,1,1,1,1,2,2,2,5,5,3,2,2,3,5,1,1,1,1,5,5,5,5,5,7,5,6,6,5,4,5,2,1,2,1,2,8,6,1,1,1,3,6,7,3,3,1,3,4,4,1,4,1,1,2,1,2,2,4,1,1,2,1,1,2,1,2,3,6,3,2,1,1,1,2,6,6,5,2,2,3,3,3,1,3,4,3,3,3,2,2,1,2,1,2,1,2,1,7,1,1,50,40,60,2,2,3,2,2,3,1,1,2,1,2
"669",0.747,0.747,0.747,0,0.696,0.696,0.696,0,0,0,1,3,1,1,1,3,1,2,2,4,3,1,4,1,2,4,5,6,1,1,1,6,1,5,5,85,97,97,97,60,97,15,97,85,97,0,97,38,73,1,3,3,2,1,2,2,1,1,2,1,2,2,1,5,5,1,43,93,43,93,85,85,0,0,70,1,1,1,1,1,2,2,2,6,1,2,2,3,3,75,100,25,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,7,1,NA,2,2,2,49,2,3,7,1,3,4,4,3,1,1,1,3,5,2,3,2,1,1,2,3,5,1,3,1,1,1,1,2,1,2,"TN",2,1,2,1,5,4,1,2,2,1,6,50,1,1,5,5,1,5,1,0,1,1,2,1,2,2,2,5,0,1,2,3,3,1,1,1,2,2,2,3,4,4,7,7,2,7,7,5,2,7,4,2,2,1,2,7,5,1,1,1,2,7,0,2,2,1,3,5,5,5,5,1,1,3,1,2,1,4,2,2,3,1,1,2,3,2,1,2,4,1,1,1,1,1,3,3,7,2,4,2,3,1,1,3,3,2,5,5,2,1,2,2,1,1,1,2,1,7,2,1,100,100,100,4,4,3,2,3,1,1,1,1,1,1
"670",0.782,0.782,0.782,0,0.728,0.728,0.728,0,0,0,1,3,1,1,1,4,2,3,1,4,3,1,3,1,1,1,3,6,1,2,3,6,1,5,5,15,50,60,60,50,70,30,70,40,60,70,60,40,60,1,2,3,2,1,2,2,1,1,1,1,2,2,1,1,1,1,50,70,43,78,70,70,30,15,85,1,1,1,1,1,2,2,2,6,1,1,1,1,3,0,100,0,1,2,3,1,1,2,2,2,2,1,4,1,2,1,1,1,1,2,1,1,1,5,5,2,2,2,49,1,3,5,2,5,2,5,4,1,3,5,2,2,4,1,3,1,3,3,3,1,5,3,2,1,2,2,2,1,2,"FL",2,1,2,1,1,4,1,2,2,1,6,60,2,1,3,2,2,1,1,0,1,1,1,1,2,2,2,5,3,3,2,2,4,5,1,2,2,1,2,4,2,2,5,1,3,5,6,7,2,7,2,1,2,1,1,7,5,2,1,2,2,7,1,1,2,1,2,5,5,4,5,1,2,3,2,2,2,3,1,3,4,1,1,2,2,2,3,7,3,1,2,4,1,1,5,1,8,1,3,2,1,1,1,3,5,2,2,5,4,1,1,1,3,2,1,2,1,7,2,1,60,60,100,4,6,1,2,3,1,1,1,1,1,2
"671",0.408,0.408,0.408,0,0.38,0.38,0.38,0,0,0,1,1,1,1,1,6,1,1,2,4,3,1,1,3,2,4,5,6,1,2,2,6,2,0,0,10,70,97,10,85,97,0,85,40,90,85,90,43,93,1,2,3,2,1,2,2,1,1,2,1,2,2,1,5,5,1,43,93,61,5,85,15,0,51,97,1,1,1,5,1,2,2,4,7,1,2,3,1,1,25,0,25,1,2,3,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,0,1,NA,2,2,2,5,1,1,7,1,2,4,6,1,1,3,1,3,5,1,3,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,"AR",2,1,1,5,5,4,1,2,2,2,8,40,1,1,4,3,1,5,1,0,1,1,2,3,2,2,2,5,1,1,5,5,1,3,1,1,2,1,4,4,2,3,5,5,3,6,7,7,1,7,7,1,2,1,2,7,0,2,1,1,3,7,0,1,1,1,3,5,5,5,5,1,1,2,1,2,1,4,2,1,2,1,1,3,1,2,3,7,4,4,2,5,1,2,0,5,9,2,2,3,1,3,1,1,5,2,4,5,3,2,2,2,1,1,1,2,1,7,2,3,100,20,70,2,2,1,1,3,3,2,1,2,1,2
"672",2.777,2.777,2.777,0,2.584,2.584,2.584,0,0,0,1,1,2,1,1,4,1,1,2,4,2,2,5,1,2,1,4,6,1,1,1,6,2,5,5,70,60,15,70,0,85,50,70,30,70,15,50,25,25,3,4,3,1,2,1,1,2,2,1,1,1,1,5,1,1,1,35,15,49,2,0,0,70,97,15,2,1,1,1,1,2,2,1,4,1,1,3,1,1,25,0,0,2,2,3,2,2,2,2,4,4,5,4,2,2,2,1,2,1,3,2,1,1,9,5,2,2,2,76,3,7,7,2,1,3,2,6,1,2,5,2,2,5,2,4,5,3,3,5,1,1,5,2,2,2,2,2,3,3,"KS",2,1,2,1,5,4,1,1,2,1,6,50,5,4,4,1,4,5,1,0,1,2,2,3,1,2,1,5,5,2,2,2,4,1,2,2,2,1,2,3,2,1,7,2,1,5,5,6,4,6,5,4,1,2,1,2,6,2,1,3,3,1,7,5,5,4,5,2,2,3,3,2,2,3,3,4,2,3,1,3,4,1,2,1,1,2,1,1,4,4,1,1,2,3,8,1,7,2,3,2,3,3,1,3,5,2,4,4,3,2,1,1,1,1,1,2,1,7,1,1,70,70,85,3,4,3,2,2,3,1,1,1,1,1
"673",0.426,0.426,0.426,0,0.397,0.397,0.397,0,0,0,2,2,2,1,1,6,1,1,2,4,3,1,4,3,1,2,5,6,1,1,4,6,6,0,0,70,70,50,60,30,97,85,5,70,0,0,50,58,23,3,4,3,1,2,1,1,2,2,1,1,1,1,5,1,1,5,35,15,68,33,0,50,70,85,0,2,5,1,5,5,2,2,2,6,1,1,1,1,3,0,100,0,2,2,3,2,2,2,2,4,4,1,2,2,1,1,1,1,2,1,2,1,7,9,5,1,2,1,54,2,7,7,1,7,2,1,7,2,5,5,1,2,3,3,2,5,3,3,1,1,5,5,1,1,1,1,1,1,3,"FL",2,2,2,5,5,4,1,1,2,2,5,60,4,1,4,2,1,5,1,0,1,2,2,1,1,2,1,1,5,5,1,1,5,1,1,2,1,1,5,3,1,1,7,4,2,7,4,7,4,7,4,1,2,1,2,0,10,1,2,3,3,0,10,1,5,1,5,1,1,1,1,2,2,3,2,4,2,1,1,2,3,2,3,3,1,1,1,1,4,2,1,1,2,1,5,3,5,2,4,1,3,1,3,3,5,2,3,5,1,1,2,2,3,2,1,2,3,3,1,1,0,85,70,1,7,1,1,2,3,1,1,2,1,2
"674",0.702,0.702,0.702,0,0.655,0.655,0.655,0,0,0,4,3,1,2,2,4,1,3,1,2,4,2,3,1,1,4,5,3,1,2,3,1,4,5,5,50,85,50,50,0,97,60,85,70,97,50,50,30,20,3,2,1,1,2,1,1,2,2,2,1,1,1,5,1,1,5,35,15,91,63,0,90,70,80,0,2,5,1,1,5,2,1,6,3,1,1,2,2,2,100,50,0,2,2,3,2,2,1,2,3,4,1,2,2,1,1,1,1,1,1,1,5,4,9,NA,2,2,2,49,2,4,7,1,7,3,2,4,2,5,1,3,4,4,4,3,5,5,4,3,1,1,5,1,1,3,2,2,2,3,"CA",1,2,2,5,5,2,3,2,2,1,2,50,5,2,3,1,3,5,1,0,1,1,2,1,2,2,2,5,3,5,1,1,5,1,2,1,2,1,4,6,2,1,6,2,7,5,6,2,3,6,1,2,1,2,1,3,7,2,1,3,2,3,7,5,5,2,5,2,2,2,2,2,2,3,3,3,2,4,2,3,4,1,2,2,1,1,3,6,4,1,1,1,2,1,5,1,9,2,4,5,3,3,1,3,3,3,2,2,3,2,2,2,3,2,2,2,1,7,1,1,60,85,100,3,3,5,5,2,1,2,1,2,1,1
"675",0.402,0.402,0.402,0,0.374,0.374,0.374,0,0,0,2,1,2,2,2,3,1,3,2,4,3,2,4,1,2,4,5,6,5,2,1,6,1,5,5,60,60,60,40,50,60,30,85,30,85,85,70,40,60,2,1,2,2,1,2,1,1,1,1,1,2,2,1,5,5,1,35,85,38,73,70,60,0,15,70,1,1,1,5,1,2,2,2,7,1,2,1,1,3,0,100,25,1,1,2,NA,3,1,1,4,4,1,4,1,2,1,1,1,1,2,2,1,0,9,NA,2,2,2,39,2,1,1,2,3,4,6,1,2,5,1,3,5,2,2,1,1,1,1,5,1,1,1,1,1,1,1,3,2,1,"MD",2,1,2,1,5,4,1,2,2,1,5,85,2,1,4,5,2,5,1,1,1,1,1,3,2,2,2,5,0,1,5,5,2,1,1,1,3,1,2,5,3,1,5,3,3,5,4,4,4,6,6,1,1,2,2,6,3,2,1,2,3,6,0,2,2,1,3,5,5,5,5,1,1,2,1,3,2,4,1,1,2,1,1,1,2,2,3,7,4,4,2,5,1,2,5,3,9,2,2,1,1,3,1,1,3,1,5,4,4,2,2,2,2,1,1,1,1,7,2,1,70,60,60,3,3,2,2,3,1,2,1,1,1,1
"676",0.118,0.118,0.118,0,0.11,0.11,0.11,0,0,0,3,3,2,2,1,3,1,1,2,2,2,2,3,1,2,4,3,3,1,1,3,4,6,5,5,60,40,0,85,0,50,15,50,15,50,0,50,8,43,3,2,2,1,2,1,1,2,2,2,2,1,1,5,1,1,1,30,20,97,50,0,90,60,70,0,2,1,1,1,1,2,2,1,4,1,1,2,2,1,100,0,0,2,2,3,2,2,2,2,4,4,1,2,2,1,1,1,1,1,1,2,1,4,9,5,2,2,2,91,3,7,7,1,6,2,1,6,1,1,5,2,1,5,1,3,5,3,3,1,1,1,3,2,1,3,2,1,1,3,"IL",1,1,1,5,5,2,1,1,1,1,2,85,5,1,2,1,3,5,1,0,1,2,2,1,2,2,2,5,3,5,5,1,5,1,3,2,2,1,2,2,1,1,7,1,1,4,6,7,1,7,4,1,1,2,1,3,7,2,1,3,2,0,7,5,5,1,5,2,3,1,3,2,2,3,3,4,2,1,2,2,3,2,3,2,2,2,1,2,4,4,1,1,2,3,9,0,6,2,4,5,1,3,1,1,4,3,2,4,4,2,2,2,3,2,1,2,1,7,2,1,50,50,85,3,6,4,1,1,3,1,1,2,2,1
"677",0.389,0.389,0.389,0,0.362,0.362,0.362,0,0,0,3,3,1,2,2,2,1,3,1,2,3,1,1,1,2,4,4,2,5,2,2,1,3,5,1,85,30,70,50,85,85,15,97,70,85,0,70,50,85,2,1,2,2,1,2,2,1,2,2,2,2,2,5,5,5,5,74,84,79,27,85,40,40,60,85,1,5,5,5,5,2,1,4,4,2,1,3,3,3,50,100,50,1,1,1,NA,3,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,0,5,NA,2,2,2,39,2,2,2,2,4,1,4,4,1,1,5,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,"TX",2,2,2,5,1,4,1,2,2,1,5,30,1,2,5,4,1,5,5,2,1,1,1,1,2,2,2,5,0,2,1,4,4,5,1,1,2,2,4,6,4,6,5,1,4,1,2,1,2,7,2,1,1,2,2,10,0,1,1,2,2,7,1,2,3,3,1,3,5,4,1,1,1,2,1,1,1,2,2,3,4,1,2,3,2,2,3,6,1,2,1,1,1,2,8,10,0,1,4,3,3,1,3,3,4,5,2,4,1,2,2,2,4,2,1,2,1,7,2,1,60,85,100,1,1,1,7,1,1,2,2,2,2,2
"678",0.429,0.429,0.429,0,0.4,0.4,0.4,0,0,0,2,3,1,2,2,2,2,3,1,3,3,1,1,2,2,4,5,5,1,2,2,6,1,0,0,97,50,40,40,70,85,85,97,85,97,0,97,78,43,3,2,2,2,2,1,2,1,1,1,1,1,2,5,5,5,5,50,70,35,55,70,40,30,30,50,2,5,5,5,5,2,1,5,1,1,3,1,2,3,50,100,50,1,1,1,NA,3,1,2,4,4,1,2,1,2,1,1,1,1,2,1,1,4,6,NA,2,2,2,49,3,5,5,1,5,3,5,5,2,5,1,2,3,1,2,1,1,5,4,3,1,1,5,1,1,1,1,1,1,1,"TX",2,1,2,5,1,4,1,2,2,1,5,60,4,2,5,4,2,1,1,2,1,1,1,3,2,2,2,5,3,3,1,1,2,5,1,1,1,2,4,6,6,6,6,4,6,2,3,2,3,2,4,1,1,1,2,6,5,2,1,3,3,7,6,2,2,2,1,4,4,4,4,1,1,2,2,4,2,4,1,2,3,1,1,3,2,2,1,2,3,1,2,5,3,2,6,8,7,2,5,3,3,3,3,1,1,5,2,5,4,2,2,2,2,2,2,2,1,7,2,1,30,70,85,1,1,1,3,1,3,1,3,1,2,2
"679",0.304,0.304,0.304,0,0.283,0.283,0.283,0,0,0,2,2,1,2,1,2,1,1,2,3,3,1,3,1,1,1,4,5,1,2,2,1,3,5,5,50,70,40,60,40,50,60,50,40,50,40,50,50,40,3,2,2,1,1,1,2,2,2,1,2,1,1,5,1,1,1,45,35,60,50,30,60,60,60,40,2,1,1,1,1,2,2,2,6,1,1,2,2,1,100,0,0,2,2,3,2,2,2,2,4,4,1,2,2,1,1,1,1,1,1,2,1,7,9,5,2,2,2,59,3,6,5,2,6,4,2,5,2,5,5,2,3,4,1,1,5,1,2,1,1,1,1,1,2,3,2,1,1,3,"MS",2,1,2,5,5,4,1,1,2,2,6,50,4,4,2,2,1,5,1,0,1,1,2,3,2,2,2,5,3,3,3,3,3,1,1,1,3,2,4,2,2,1,6,2,1,5,6,5,3,6,5,1,1,2,1,2,7,1,2,3,3,1,7,3,5,1,5,2,3,4,4,2,2,3,2,3,2,3,2,2,3,1,2,3,1,2,2,4,1,3,1,2,2,4,6,2,7,2,2,3,1,3,1,3,5,2,4,4,2,2,2,2,4,1,1,2,1,7,2,1,40,50,60,2,5,1,1,2,1,2,1,1,1,2
"680",2.958,2.958,2.958,0,2.755,2.755,2.755,0,0,0,3,3,1,1,1,6,1,1,2,2,3,1,3,3,2,1,4,3,1,1,1,4,1,0,0,60,0,50,50,0,50,60,50,40,50,15,50,30,20,3,3,1,2,2,1,1,1,2,2,1,1,2,5,1,1,1,35,15,50,50,0,50,70,50,0,2,5,1,1,5,2,1,3,5,1,1,1,1,1,0,0,0,2,1,1,NA,3,1,1,4,4,1,2,2,1,1,1,1,1,1,2,5,1,9,NA,2,2,2,49,3,6,7,2,7,2,4,7,1,1,3,1,1,5,1,2,5,1,2,1,5,1,5,2,3,1,2,1,1,2,"SC",2,1,2,5,5,4,1,2,2,1,6,70,5,1,2,1,4,1,1,2,1,1,2,1,2,2,2,5,0,4,1,1,4,1,1,2,1,1,5,3,2,5,4,7,3,6,5,3,4,1,5,3,2,2,1,3,7,2,1,7,3,0,7,5,5,5,5,2,3,4,4,2,2,3,2,3,2,3,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,3,5,0,8,1,3,2,3,1,3,3,1,4,1,3,2,2,2,2,2,1,1,2,3,7,2,1,50,50,85,3,5,3,3,1,3,1,1,1,1,1
"681",0.928,0.928,0.928,0,0.864,0.864,0.864,0,0,0,3,1,2,2,1,2,2,1,2,3,2,2,4,1,2,2,3,4,1,2,1,4,1,5,5,70,97,85,70,60,85,70,85,70,85,15,85,65,45,1,3,2,1,2,1,2,1,1,1,2,1,1,5,5,1,1,65,45,97,15,60,50,70,60,40,2,1,5,1,5,2,1,5,3,2,2,1,2,3,50,100,75,2,1,2,NA,3,1,1,4,4,1,2,2,1,1,1,1,1,1,1,1,3,6,NA,2,2,2,41,2,5,5,1,2,3,4,5,1,3,5,1,4,5,1,4,5,5,4,3,1,1,5,1,1,3,1,1,1,3,"IN",2,1,2,5,1,4,1,2,2,1,5,70,5,2,5,4,1,5,1,2,1,1,1,1,2,2,2,5,5,2,4,5,3,1,1,1,1,1,4,4,4,2,6,3,6,5,3,4,4,4,2,2,2,1,2,5,9,1,2,3,2,5,9,2,3,2,3,1,3,1,3,2,1,3,3,3,2,2,2,2,3,1,2,2,1,2,3,7,4,2,1,1,2,3,6,6,5,2,3,2,3,3,1,3,5,3,4,5,2,2,2,2,3,2,1,2,1,7,2,1,85,70,100,3,3,3,3,2,1,1,1,1,1,1
"682",2.051,2.051,2.051,0,1.911,1.911,1.911,0,0,0,1,2,2,2,1,5,1,1,2,2,3,2,4,1,1,4,5,3,1,1,1,3,3,5,5,40,70,60,30,40,85,40,50,15,85,60,70,40,50,1,2,3,2,1,1,2,1,1,1,1,2,2,5,1,5,5,20,70,43,93,40,85,0,0,97,1,5,5,5,5,2,2,2,6,2,1,3,2,2,75,50,50,7,2,3,NA,3,1,1,4,4,4,2,1,2,2,1,1,1,3,2,1,7,5,NA,2,2,2,34,1,2,6,2,4,4,4,4,2,5,1,3,5,2,5,1,1,1,2,3,1,1,3,1,2,2,1,1,1,3,"MD",2,1,2,1,5,4,1,2,2,1,5,85,1,1,3,1,1,5,1,0,1,1,1,3,2,2,2,5,1,1,4,5,2,3,1,3,1,1,2,5,2,6,5,3,2,6,7,7,2,7,6,3,2,2,2,8,3,1,1,2,2,5,1,2,3,2,3,2,3,2,3,1,2,2,1,2,1,4,2,1,2,2,3,3,1,2,3,7,4,1,2,5,1,2,2,2,10,2,2,4,1,3,1,3,5,3,2,5,1,2,2,2,2,1,1,2,1,7,2,1,85,85,85,4,4,3,1,2,3,1,1,2,1,1
"683",0.622,0.622,0.622,0,0.58,0.58,0.58,0,0,0,3,4,2,1,1,2,1,2,2,3,2,2,3,1,2,1,4,4,1,2,2,1,3,5,5,65,97,70,40,85,85,50,97,70,85,85,97,68,68,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,5,1,50,85,49,7,85,0,15,51,97,1,1,1,1,1,2,2,2,6,2,1,2,1,3,50,100,50,1,2,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,34,1,4,4,2,6,4,4,4,1,2,1,2,4,2,3,2,5,1,2,5,1,1,3,1,3,1,1,1,1,1,"IL",2,1,2,1,1,4,1,1,2,2,6,70,1,1,2,4,2,1,1,0,1,1,1,3,1,1,2,5,1,4,5,2,5,3,1,2,1,1,2,3,3,2,6,2,2,7,7,7,1,7,7,1,2,1,2,9,4,1,1,1,2,10,2,1,1,1,2,1,5,5,5,1,1,1,1,1,1,3,2,1,1,1,1,3,1,2,3,5,3,2,2,4,1,2,4,3,8,2,2,2,1,1,1,3,5,3,4,5,2,1,2,1,4,2,1,2,1,7,1,1,70,100,100,1,1,1,1,3,1,1,3,1,1,2
